date,open,high,low,close,volume,price_change,label
2018-06-04,225.350000,226.280000,220.730000,223.140000,50940,0.024827,1
2018-06-05,222.670000,230.890000,220.730000,228.680000,52080,-0.002449,0
2018-06-06,226.280000,230.710000,225.350000,228.120000,31750,0.004077,1
2018-06-07,228.120000,230.890000,224.430000,229.050000,35980,-0.012093,0
2018-06-08,226.280000,229.970000,224.430000,226.280000,45080,-0.008176,0
2018-06-11,224.430000,228.860000,223.690000,224.430000,56660,-0.016486,0
2018-06-12,224.430000,224.430000,217.960000,220.730000,38540,-0.016310,0
2018-06-13,220.730000,220.730000,216.120000,217.130000,25070,-0.008474,0
2018-06-14,217.220000,219.810000,215.290000,215.290000,45510,0.006410,1
2018-06-15,215.190000,216.860000,210.850000,216.670000,64480,-0.011077,0
2018-06-18,216.120000,218.890000,213.350000,214.270000,29860,-0.030196,0
2018-06-19,212.880000,216.490000,199.400000,207.800000,112000,0.012897,1
2018-06-20,199.490000,210.480000,199.490000,210.480000,91770,-0.008314,0
2018-06-21,210.480000,210.480000,205.030000,208.730000,53980,0.000000,0
2018-06-22,208.730000,209.650000,205.500000,208.730000,32580,-0.003114,0
2018-06-25,208.730000,209.560000,206.330000,208.080000,30380,-0.011534,0
2018-06-27,205.130000,207.620000,204.570000,205.680000,54630,-0.014829,0
2018-06-28,204.290000,205.030000,200.510000,202.630000,45520,0.027834,1
2018-06-29,202.630000,208.270000,199.580000,208.270000,69820,0.019926,1
2018-07-02,207.800000,212.420000,203.830000,212.420000,57880,-0.008238,0
2018-07-03,212.420000,212.420000,208.080000,210.670000,52210,-0.009209,0
2018-07-04,206.880000,210.570000,206.880000,208.730000,47480,-0.026541,0
2018-07-05,209.560000,209.560000,203.190000,203.190000,25820,0.000000,0
2018-07-06,203.190000,204.940000,199.490000,203.190000,34770,0.003150,1
2018-07-09,205.860000,205.960000,202.540000,203.830000,16370,-0.003140,0
2018-07-10,205.860000,205.860000,201.060000,203.190000,81620,0.000000,0
2018-07-11,203.830000,203.830000,200.510000,203.190000,78980,-0.008662,0
2018-07-12,201.340000,204.110000,201.340000,201.430000,25860,-0.000447,0
2018-07-13,201.340000,202.360000,197.640000,201.340000,114030,-0.000447,0
