episode,accuracy,f1
0,0.4993263473053892,0.4954796994425539
1,0.4994411600527758,0.4994501867968673
2,0.5002048868364966,0.5002265357804848
3,0.4997392926012382,0.4997457366170691
4,0.499025677458642,0.4990277124414853
5,0.4999752613417233,0.4999767368119902
6,0.5002987668730335,0.5003101411662372
7,0.4999181721303156,0.4999381917001461
8,0.501193798842992,0.5012118245702808
9,0.499522353597889,0.4995287720973795
10,0.499887090226327,0.4998828174607564
11,0.4994627270881965,0.499468223040959
12,0.5001909316959302,0.5002034129074932
13,0.4997348523292398,0.4997504607756254
14,0.4989774687912311,0.4989928608073782
15,0.4999391048411651,0.4999509081157237
16,0.500306378767888,0.5003087575892865
17,0.4999841418857201,0.4999935610751379
18,0.5012128285801278,0.5012223797863588
19,0.4995921293007206,0.4995986035045543
20,0.4998648888663351,0.4998657265823386
21,0.4994785852024764,0.4994911716570323
22,0.5002245508982036,0.5002456730806252
23,0.49969679285496804,0.49971656811915843
24,0.49896985689637674,0.49898209650594766
25,0.4999410078148787,0.49994261637148324
26,0.5003044757941744,0.5002986595248156
27,0.49997018674515376,0.4999755427480936
28,0.5011912615447072,0.5012098754005101
29,0.4995401146858825,0.4995547488824233
