date,open,high,low,close,volume
1999-01-04,20.901893,21.379651,20.901893,20.981520,6610200
1999-01-05,21.339848,22.534243,21.339848,22.454617,8202900
1999-01-06,22.773100,23.250858,22.773100,22.972166,8631400
1999-01-07,22.892550,22.892550,22.374979,22.812923,4039000
1999-01-08,22.812923,23.410120,22.653671,22.812923,4381200
1999-01-11,22.812923,22.852737,22.215726,22.374979,3920800
1999-01-12,22.215719,22.215719,21.658336,21.698149,3577500
1999-01-13,21.698151,21.897217,20.901889,21.459272,3922300
1999-01-14,21.459277,21.658343,21.180586,21.339838,3127700
1999-01-15,21.339833,21.538899,21.220394,21.459272,2754300
1999-01-19,21.459269,21.618521,20.742633,21.300016,3834400
1999-01-20,21.300018,22.056468,20.862074,21.817589,4558800
1999-01-21,21.817592,22.136097,21.140769,21.260208,3757300
1999-01-22,21.260207,22.096282,20.862075,21.976843,4964300
1999-01-25,22.175910,23.011986,22.175910,22.932360,6318000
1999-01-26,22.932363,23.211055,22.136100,22.295353,6950800
1999-01-27,22.295353,22.932363,22.295353,22.374979,5216600
1999-01-28,22.374986,22.653678,22.056480,22.056480,2576800
1999-01-29,22.056466,22.215718,21.817587,22.096279,2368500
1999-02-01,22.096280,22.255532,21.618522,21.698149,3267600
1999-02-02,21.698152,22.016657,21.499087,21.777779,2638100
1999-02-03,21.817587,23.688803,21.817587,23.449924,7444400
1999-02-04,23.449930,24.007313,23.250864,23.250864,5900900
1999-02-05,23.489744,23.887875,23.489744,23.728622,2931200
1999-02-08,23.818144,23.898071,23.018877,23.258657,2550200
1999-02-09,23.218692,23.218692,22.699169,22.699169,2132600
1999-02-10,22.699168,22.938948,22.379461,22.779095,4483100
1999-02-11,22.779100,23.338587,22.539320,22.938953,1681100
1999-02-12,22.938939,23.138755,22.499343,22.739122,2320100
1999-02-16,22.739128,23.458468,22.699165,22.898981,3024800
1999-02-17,22.898976,23.178719,22.699159,22.739122,2870900
1999-02-18,22.739137,23.098807,22.539320,22.938953,2394500
1999-02-19,22.938946,23.058835,22.739129,22.819056,2243100
1999-02-22,22.819058,23.458471,22.469379,23.178728,2944500
1999-02-23,23.178737,23.978004,22.739140,23.898077,4848100
1999-02-24,23.778178,23.778178,22.739131,22.779095,4485800
1999-02-25,22.739135,22.739135,22.019795,22.379465,3901000
1999-02-26,22.459388,23.018875,22.459388,22.779095,3333500
1999-03-01,22.699169,22.699169,22.299536,22.699169,2647600
1999-03-02,22.699166,22.699166,22.019790,22.099716,2648000
1999-03-03,21.979836,21.979836,21.420349,21.700092,4001000
1999-03-04,21.700082,22.539312,21.660119,22.299532,3594100
1999-03-05,22.379453,23.018866,22.379453,22.739122,3217900
1999-03-08,22.739129,22.779092,21.979826,22.259569,2604800
1999-03-09,22.139689,22.139689,21.660129,21.700092,3509600
1999-03-10,21.700079,21.899895,21.620152,21.859932,2399400
1999-03-11,21.859936,22.219606,21.580193,22.099716,3246900
1999-03-12,22.099723,22.539319,22.059759,22.459393,2731800
1999-03-15,22.459393,22.699173,22.179649,22.179649,2655400
1999-03-16,22.419425,23.378545,22.419425,23.178728,4115900
1999-03-17,23.178723,23.218686,22.579273,22.859016,4277800
1999-03-18,22.779099,22.779099,22.299539,22.459393,3498500
1999-03-19,22.459385,22.579275,21.740046,21.740046,6185100
1999-03-22,21.859935,22.459385,21.859935,22.299532,3631000
1999-03-23,22.219616,22.219616,21.780019,21.819983,3522300
1999-03-24,21.819977,22.259574,21.740050,21.939867,3438300
1999-03-25,21.979835,22.379469,21.979835,22.139688,3146600
1999-03-26,22.139679,22.339496,21.859936,22.259569,2760100
1999-03-29,22.259568,22.539311,22.179641,22.219604,2245200
1999-03-30,22.059752,22.059752,21.660119,21.740046,3222600
1999-03-31,21.740046,22.179642,21.700082,21.740046,3245300
1999-04-01,21.740056,22.379469,21.420349,21.700092,2276200
1999-04-05,21.700087,22.219610,21.660124,21.939867,2878700
1999-04-06,21.939865,22.179644,21.740048,21.979828,2733900
1999-04-07,22.059752,22.339495,22.059752,22.299532,3305400
1999-04-08,22.299542,22.339505,21.899908,22.139688,3048500
1999-04-09,22.219609,22.659206,22.219609,22.419426,2752500
1999-04-12,22.419422,22.419422,22.019789,22.259569,3527000
1999-04-13,22.259579,22.619249,22.019798,22.139688,3715300
1999-04-14,22.539316,25.096969,22.539316,24.297703,10998300
1999-04-15,25.136938,27.494774,25.136938,26.655544,18320800
1999-04-16,26.655534,26.655534,25.096964,25.336744,10934000
