date,open,high,low,close,volume
1999-01-04,30.892985,30.942572,30.281406,30.397110,1070200
1999-01-05,30.479750,30.512809,30.297930,30.347517,905200
1999-01-06,30.413642,30.545876,30.248351,30.529346,1249800
1999-01-07,30.380581,30.479756,30.248348,30.397110,2310400
1999-01-08,30.430170,30.430170,29.901237,30.049999,1841400
1999-01-11,30.049997,30.049997,29.620239,29.735943,1594200
1999-01-12,29.735944,30.099586,29.339245,29.868177,1824000
1999-01-13,29.620240,29.735944,28.942545,28.942545,1602000
1999-01-14,29.107837,29.355775,28.645021,28.711138,2066400
1999-01-15,28.645008,29.355762,28.512775,29.058237,2120800
1999-01-19,29.223536,29.884702,29.223536,29.620235,2672000
1999-01-20,29.884718,30.281418,29.785543,29.884718,2690000
1999-01-21,29.901229,30.066521,29.521059,29.554117,2801400
1999-01-22,29.537597,30.281408,29.107839,30.248350,1977000
1999-01-25,30.509666,30.741805,30.111714,30.725224,1015400
1999-01-26,31.040280,31.405069,30.426770,31.405069,2034800
1999-01-27,31.587454,31.703524,31.222665,31.620617,1892800
1999-01-28,31.802993,32.996849,31.786412,32.283852,2309400
1999-01-29,32.350191,33.411396,32.300447,33.195839,1677600
1999-02-01,33.427997,33.676718,32.681837,32.980301,1163600
1999-02-02,32.632080,32.797894,31.686944,31.836176,1207200
1999-02-03,32.068302,32.698392,31.471374,32.499416,1513600
1999-02-04,32.466271,32.598922,31.935668,32.366783,894000
1999-02-05,32.433111,32.598924,31.769857,32.068321,1087800
1999-02-08,32.018559,32.250697,31.769839,31.803001,880000
1999-02-09,31.769850,32.847638,31.587456,32.632080,957600
1999-02-10,32.632071,34.223879,32.466257,34.091228,1072600
1999-02-11,33.958590,35.268517,33.527476,35.102703,1039600
1999-02-12,35.036368,35.036368,34.124394,34.356533,1457000
1999-02-16,34.422862,34.688163,33.958584,34.240467,794600
1999-02-17,34.240458,34.721317,34.240458,34.439434,1020800
1999-02-18,34.439453,34.439453,33.162689,33.494316,985800
1999-02-19,33.030032,33.129520,32.184384,32.632080,1355000
1999-02-22,32.698402,33.096354,32.582332,32.963703,966000
1999-02-23,32.963708,32.996870,32.366779,32.532593,636600
1999-02-24,32.665243,32.764731,32.366779,32.582336,620200
1999-02-25,32.383352,32.499422,31.338728,31.587448,803600
1999-02-26,31.703536,31.703536,30.907632,31.388491,1201200
1999-03-01,31.388481,31.554295,30.841297,31.172924,1039000
1999-03-02,31.438223,32.632080,31.288991,32.632080,1476800
1999-03-03,32.499435,32.565760,31.819600,32.433109,1056000
1999-03-04,32.930551,34.223896,32.781319,34.223896,1559800
1999-03-05,34.024910,34.555513,33.825934,34.240467,1821400
1999-03-08,34.107812,34.107812,33.610372,33.958580,809400
1999-03-09,33.859099,33.975169,33.660123,33.842518,1356800
1999-03-10,33.925410,33.958572,33.361644,33.411388,861200
1999-03-11,33.461151,33.610383,33.262175,33.510895,783400
1999-03-12,33.494295,33.693271,33.030017,33.295319,586800
1999-03-15,33.311915,33.660124,32.300454,32.582336,1711400
1999-03-16,32.549176,32.549176,32.035155,32.234131,1718000
1999-03-17,31.902497,32.200961,31.736683,32.018566,1502200
1999-03-18,31.985399,32.035144,31.620610,31.686935,1231400
1999-03-19,31.686955,31.819606,31.305584,31.388491,1822200
1999-03-22,31.421634,31.421634,30.658893,30.808125,823800
1999-03-23,30.808133,30.808133,30.393599,30.675482,751600
1999-03-24,30.625739,30.625739,29.879578,30.194624,794800
1999-03-25,30.907613,32.416515,30.891032,32.300446,1905000
1999-03-26,31.902509,31.902509,31.206092,31.255836,910600
1999-03-29,31.388484,31.703530,31.371903,31.653786,546400
1999-03-30,31.388489,31.570884,30.940792,31.222675,659400
1999-03-31,31.288976,31.288976,30.658885,31.090000,706400
1999-04-01,31.322167,31.537724,30.791563,30.907633,691800
1999-04-05,31.040274,31.189507,30.509671,31.189507,446000
1999-04-06,31.255832,31.272414,30.642323,31.056856,603000
1999-04-07,31.040262,31.570865,31.007100,31.371889,725000
1999-04-08,31.570875,31.604037,31.338736,31.537712,626000
1999-04-09,31.537716,31.537716,30.410184,30.459929,1113600
1999-04-12,30.294128,30.857894,30.111733,30.542849,876600
1999-04-13,30.509670,30.642321,29.614278,29.846416,1618000
1999-04-14,29.713773,30.476514,29.581122,30.443352,1372000
1999-04-15,30.443342,30.609155,30.128296,30.493086,740400
1999-04-16,30.609163,31.836183,30.509675,31.438231,1307600
1999-04-19,31.968828,33.361661,31.935666,32.051735,1504000
1999-04-20,32.101473,32.101473,31.239244,31.504545,925400
1999-04-21,31.405062,32.648663,30.973947,32.648663,991600
1999-04-22,32.797873,32.797873,31.288972,32.283852,1526200
1999-04-23,31.786435,31.935667,30.891043,31.056856,965400
1999-04-26,30.907627,31.703532,30.808139,31.438231,966800
1999-04-27,31.371906,31.670370,31.239255,31.670370,880800
1999-04-28,31.716282,31.732913,30.202815,30.335867,836000
1999-04-29,30.202815,30.502182,29.986605,30.335867,1124200
1999-04-30,30.335862,30.884702,30.319231,30.701756,1296200
1999-05-03,30.568692,30.685113,30.152905,30.319220,493600
1999-05-04,30.252691,30.552058,29.687220,29.703852,556000
1999-05-05,29.787023,29.803655,28.822396,29.005342,842200
1999-05-06,28.656062,29.021955,28.356695,28.739220,925000
1999-05-07,28.805754,29.071858,28.323440,28.423229,561200
1999-05-10,27.891021,28.173756,27.508497,27.708075,1712800
