episode,accuracy,f1
0,0.4993403024459555,0.4963661028627435
1,0.4995426519841672,0.4995357940649927
2,0.5001573124936568,0.5001769677472899
3,0.4996574647315538,0.4996760865061167
4,0.4990688115294834,0.4990860921973399
5,0.5000469400182685,0.5000505742632262
6,0.5003552217598701,0.5003389987744461
7,0.50007421597483,0.5000680849250316
8,0.501416446767482,0.5014141922614918
9,0.4997507104435197,0.4997526662646079
10,0.4999575002537298,0.4999593739023225
11,0.4995413833350248,0.4995557156564335
12,0.500303207145032,0.5003249745163196
13,0.4998008220846442,0.499820066405782
14,0.4992140718562874,0.4992359149583754
15,0.5001084695016746,0.5001240393260912
16,0.5005087283060997,0.5005018434958672
17,0.5001040292296762,0.5001198947251252
18,0.5014177154166244,0.5014281959826102
19,0.4997817923475083,0.4997630900255133
20,0.500083730843398,0.5000653520523617
21,0.4997855982949356,0.4997675718694627
22,0.5004288034101289,0.5004378885038874
23,0.4999207094286004,0.4999306346954271
24,0.4994081751750736,0.4994152427641737
25,0.5002188419770628,0.5002271045898719
26,0.5005017507358165,0.5005138649210197
27,0.5001750735816503,0.5001821443154333
28,0.5014564092154674,0.5014769798375711
29,0.4996986958286816,0.4997168722721971
30,0.5002036181873541,0.500223111407896
31,0.4994836597990459,0.4994882999202519
32,0.5010504414899015,0.5010732842325204
33,0.5006102202374911,0.5006245577380187
34,0.4999340302445955,0.4999542933048024
35,0.4999955597280016,0.5000086413201884
36,0.5001826854765046,0.5001888640652188
37,0.4998731350857607,0.499872026739686
38,0.4997342180046686,0.4997437397795674
39,0.5002575357759058,0.5002767625257533
40,0.5002771998376129,0.5002878173103071
41,0.4997405612503806,0.499759845842048
42,0.5005341012889475,0.5005436920780515
43,0.5000298132548462,0.5000400962028153
44,0.4995363087384553,0.4995524629485797
45,0.5003520501370141,0.50036961908271
46,0.5006939510808891,0.5007039445098503
47,0.5003425352684462,0.5003567450083648
48,0.5015801025068507,0.5016036920955206
49,0.5000799248959708,0.5000695301822801
50,0.5003412666193038,0.5003486968851057
51,0.4998268293920633,0.4998396847288994
52,0.500680630264894,0.5006880508632326
53,0.5002042525119254,0.5001993917995514
54,0.4996098903887141,0.4996137501778437
55,0.5005068253323861,0.5005208504775605
56,0.5008417487059779,0.5008120276151545
57,0.5005011164112453,0.5005141642601008
58,0.501793869887344,0.5018045026881398
59,0.5002232822490612,0.5002139954995937
60,0.500496676139247,0.5004763408064449
61,0.500067872729118,0.5000538483356056
62,0.5006818989140364,0.5006937310981914
63,0.5002651476707601,0.5002668725224546
64,0.4997538820663757,0.4997501507058234
65,0.5006336902466254,0.5006408706793141
66,0.5009838374099259,0.5009540818485877
67,0.5004947731655334,0.5005122242142365
68,0.5018090936770526,0.5018222544670642
69,0.5002797371358977,0.5002753288477392
70,0.5004605196386888,0.5004552241200985
71,0.5001427230285193,0.5001308161636002
72,0.5008683903379682,0.5008727694375332
73,0.5003139906627423,0.5003333837315952
74,0.4999238810514564,0.4999147539729521
75,0.5008309651882675,0.5008305879089623
76,0.5010079417436314,0.5009839476613848
77,0.5006596975540445,0.500678471436306
78,0.5020837562163808,0.5020930737595511
79,0.500406602050137,0.500400736015786
80,0.500584212930072,0.5005858908203804
81,0.5002829087587537,0.5002708774950734
82,0.5011208515173043,0.5011086762083885
83,0.5004789150512534,0.5004859954467659
84,0.5000577235359789,0.5000513531246303
85,0.5010073074190602,0.5009993686386883
86,0.5010434639196184,0.5010635588320611
87,0.50081637572313,0.5008155503379762
88,0.5021046889272303,0.5021141169013451
89,0.5005068253323861,0.5004949878786004
90,0.5008233532934132,0.5007995890414412
91,0.5002994011976047,0.5002741017944399
